Time,"A001, Bicentennial Bikeway, Auchenflower Pedestrian","A001, Bicentennial Bikeway, Auchenflower Cyclist","A019, Bicentennial Bikeway, Milton Pedestrian","A019, Bicentennial Bikeway, Milton Cyclist","A002, Bishop Street, Kelvin Grove Pedestrian","A002, Bishop Street, Kelvin Grove Cyclist","A023, Botanic Gardens, City Pedestrian","A023, Botanic Gardens, City Cyclist","A003, Ekibin Park, Greenslopes Pedestrian","A003, Ekibin Park, Greenslopes Cyclist","A004S, Eleanor Schonell Br Cyclists, St Lucia","A004N, Eleanor Schonell Br Peds, St Lucia","A005W, Go Between Br Cyclists, South Brisbane","A006, Granville St Bridge, Herston Pedestrian","A006, Granville St Bridge, Herston Cyclist","A020, Gympie Rd (Marchant Park), Chermside Pedestrian","A020, Gympie Rd (Marchant Park), Chermside Cyclist","A007, Jack Pesch Bridge, Indooroopilly Pedestrian","A007, Jack Pesch Bridge, Indooroopilly Cyclist","A008, Kangaroo Point Bikeway, Kangaroo Point Pedestrian","A008, Kangaroo Point Bikeway, Kangaroo Point Cyclist","A009, Kedron Brook Bikeway, Lutwyche Pedestrian","A009, Kedron Brook Bikeway, Lutwyche Cyclist","A010, Kedron Brook Bikeway, Mitchelton Pedestrian","A010, Kedron Brook Bikeway, Mitchelton Cyclist","A011, Lambert Rd, Indooroopilly","A021, Lores Bonney Riverwalk, Hamilton Pedestrian","A021, Lores Bonney Riverwalk, Hamilton Cyclist","A018, Macquarie Street, St Lucia Pedestrian","A018, Macquarie Street, St Lucia Cyclist","A017, Norman Creek Bridge, Norman Park Pedestrian","A017, Norman Creek Bridge, Norman Park Cyclist","A012, North Brisbane Bway (Mann Park), Windsor Pedestrian","A012, North Brisbane Bway (Mann Park), Windsor Cyclist","A013, Riverwalk, Newfarm Pedestrian","A013, Riverwalk, Newfarm Cyclist","A014, Schulz Canal Bridge, Nundah Pedestrian","A014, Schulz Canal Bridge, Nundah Cyclist","A022, Stanley Street, South Brisbane","A016E, Story Bridge East, Kangaroo Point Pedestrian","A016E, Story Bridge East, Kangaroo Point Cyclist","A016W, Story Bridge West, Kangaroo Point Pedestrian","A016W, Story Bridge West, Kangaroo Point Cyclist","A024, Land Bridge ICB, Spring Hill Pedestrian","A024, Land Bridge ICB, Spring Hill Cyclist","A025, Maritime Museum, South Brisbane Pedestrian","A025, Maritime Museum, South Brisbane Cyclist","A026, Annerley Rd, South Brisbane","A027, Kurilpa Bridge Tank Street, Brisbane City","A101 :Bicentennial Bikeway, A-flower Land St Tunnel :Pedestrian","A101 :Bicentennial Bikeway, A-flower Land St Tunnel :Cyclist","A102 :Land Street Tunnel, Auchenflower :Pedestrian","A102 :Land Street Tunnel, Auchenflower :Cyclist","A103 :Bridge St, Wooloowin :Cyclist"
8/07/2020,2169,3164,2299,3605,579,164,2662,2026,1259,343,,1214,1356,350,407,127,39,585,685,2642,1116,1015,961,,,577,1597,781,935,836,323,43,415,627,,,147,225,0,492,884,933,543,585,861,4594,3286,,,,,,,
9/07/2020,1049,1053,1386,1360,329,62,1293,777,699,102,,950,537,193,181,64,11,216,135,1191,387,603,277,,,149,837,298,425,308,110,8,192,268,,,60,86,0,286,472,573,284,242,425,2397,1353,,,138,792,267,,
10/07/2020,1716,2787,2048,2993,584,140,2530,1670,1056,247,,1086,1265,318,296,125,32,619,637,2491,1042,800,1020,,,533,1420,684,801,756,220,17,330,451,,,112,209,0,444,816,1024,446,443,639,4298,2643,,,349,3390,820,,
11/07/2020,1958,3046,2295,3244,619,169,3174,2308,1399,482,,1006,1368,317,203,137,49,626,738,3006,1213,1099,1245,,,583,1796,1093,881,883,261,21,284,566,,,121,272,0,527,862,1089,442,412,588,5105,2851,,,334,3809,486,2139,
12/07/2020,1717,2873,1879,2977,546,192,2902,2122,994,420,,1005,1161,266,176,123,29,559,760,2796,1296,977,1272,,,616,1580,1242,876,842,242,28,297,447,,,165,384,0,450,772,978,421,449,580,4440,2739,,,295,3493,444,1976,
13/07/2020,2165,2303,2151,2581,614,142,2202,1392,1283,249,,1237,1016,335,369,168,17,448,348,2363,871,988,757,,,411,1586,519,814,613,373,29,333,464,,,89,154,0,422,693,902,449,763,820,3790,2534,,,381,2633,522,1712,
14/07/2020,1713,2890,1732,3168,483,125,2246,1454,1061,239,,1202,1165,313,380,105,33,631,550,2111,811,776,608,,,592,937,515,748,759,394,24,339,511,,,135,161,0,255,487,1053,778,637,878,3657,2924,,,327,3473,477,2244,
15/07/2020,2024,3036,2262,3465,602,138,2509,1840,1201,283,,1290,1325,374,452,122,41,576,652,2419,1043,995,943,,,553,1494,688,845,714,497,28,423,559,,,133,228,0,235,415,1208,898,715,953,4052,3193,,,433,3592,526,2334,
16/07/2020,2038,3108,2095,3483,554,129,2430,1711,1295,252,,1261,1337,367,399,133,37,649,693,2249,955,910,861,,,671,1301,652,895,778,470,34,413,557,,,166,203,0,230,413,1176,834,1002,876,3931,3227,,,402,3649,562,2243,
17/07/2020,1738,3085,1951,3540,549,149,2276,1655,1017,239,,1174,1477,298,366,105,35,735,856,2452,1026,866,935,,,698,1275,671,854,755,359,33,324,503,,,122,234,0,640,983,610,323,723,824,4250,3199,,,343,3543,439,2018,
18/07/2020,1908,3073,1994,3392,630,190,3351,2005,1243,405,,1022,1592,428,210,166,46,665,833,3173,1218,1084,1260,,,587,1799,1130,943,866,393,19,288,410,,,213,346,0,509,783,1109,478,644,569,5350,2664,,,406,3576,521,2135,
19/07/2020,2342,3318,2394,3569,635,248,3783,2682,1370,695,,1236,1462,313,254,183,42,256,849,3624,1504,1039,1578,,,668,2266,1797,1133,1074,362,27,285,562,3168,1196,354,429,0,531,981,1222,486,441,731,6049,3116,,,463,3803,555,2249,
20/07/2020,2149,2868,2196,3299,537,152,2557,1856,1234,290,,1293,1110,347,414,102,28,0,549,2518,916,936,967,,,476,1494,675,933,766,471,28,351,553,1987,667,179,167,0,1092,1249,97,31,606,917,163,169,,,402,3221,514,2102,
21/07/2020,1950,3659,2077,4023,485,127,2515,2070,1300,225,,1335,1512,363,462,109,15,0,765,2438,1002,975,919,,,659,1387,751,878,915,421,33,420,641,1848,661,713,253,0,750,1087,505,271,881,1041,4483,3565,,,442,4283,519,2799,
22/07/2020,1796,3308,1959,3767,562,137,2318,1730,987,260,,1258,1311,308,468,104,36,0,783,2133,953,853,756,,,681,1282,611,883,795,314,16,387,519,1680,585,117,222,0,473,944,801,457,826,965,4193,3423,,,378,3779,503,2378,
23/07/2020,1059,2001,1387,2302,348,98,1668,1019,690,141,,1037,883,247,344,80,11,0,495,1288,580,587,469,,,477,722,355,502,446,138,9,232,397,1052,379,78,136,0,305,672,578,357,792,677,3107,2247,,,256,2334,329,1462,
24/07/2020,874,945,1101,1109,302,52,1171,560,526,97,,967,428,201,183,54,8,0,134,1067,277,492,291,,,143,631,224,456,257,125,5,153,177,716,182,55,76,0,304,446,458,257,263,338,2806,1100,,,195,1090,235,685,
25/07/2020,739,597,915,597,247,43,1141,293,500,66,,513,335,186,70,44,3,0,165,973,154,436,254,,,153,515,165,341,178,40,7,91,104,776,118,58,59,0,220,219,485,126,197,151,2067,608,,,123,677,177,382,
26/07/2020,1795,1523,2093,1569,649,161,2635,1141,1029,334,,1029,792,268,140,132,25,0,327,2327,665,955,722,,,260,1477,542,898,509,240,14,229,247,1872,462,68,147,0,385,459,907,249,339,283,3995,1349,,,300,1608,444,876,
27/07/2020,1971,2676,2219,2995,515,110,2297,1616,1116,217,,1301,1082,389,362,117,20,0,448,2235,867,921,722,,,474,1187,532,867,722,356,27,317,513,1717,522,109,175,0,524,792,952,446,896,878,4329,2911,,,367,3072,507,2013,
28/07/2020,2190,3789,2408,4077,597,135,2667,2168,1290,255,,1470,1478,409,454,127,36,0,701,2675,1140,1177,974,,,681,1413,823,951,1031,510,39,415,682,2030,686,152,239,0,581,941,950,541,890,1071,5106,3766,,,478,4615,541,2884,
29/07/2020,2164,3725,2301,4097,537,161,2734,2211,1114,265,,1417,1443,373,497,148,31,0,759,2511,1179,951,966,,,652,1507,790,966,877,460,30,428,630,1858,724,203,279,0,531,989,970,479,879,1096,5062,3718,,,456,4418,456,2844,
30/07/2020,2028,3411,2117,3732,506,137,2406,2099,1195,236,,1474,1429,409,458,140,29,0,717,2342,1099,999,942,,,649,1294,712,883,922,403,34,364,558,1786,647,228,222,0,516,935,894,519,973,1045,4628,3548,,,404,4053,511,2546,
31/07/2020,1712,3236,1925,3569,449,138,2195,1839,1026,253,,1326,1437,313,377,107,17,0,842,2411,965,853,945,,,667,1201,671,1028,811,329,22,323,501,1685,662,197,191,0,508,949,869,503,648,827,4352,3166,,,335,3783,428,2317,
1/08/2020,2009,2914,2228,3096,649,146,3146,1993,1209,475,,1046,1382,490,205,162,29,0,886,2732,1111,1021,1289,,,618,1647,1077,969,929,377,28,303,405,2362,882,177,339,0,556,841,1179,458,427,487,4296,2508,,,354,3425,520,1979,
2/08/2020,2365,3399,2552,3582,675,221,3566,2772,1247,592,,1285,1511,356,251,170,31,343,209,3434,1568,1144,1651,,,745,2275,1512,1179,1056,383,16,315,534,3230,1274,312,441,0,632,924,1368,562,468,742,5248,3111,,,457,3975,514,2275,
3/08/2020,2189,2872,2174,3246,530,143,2384,1861,1219,258,,1537,1189,342,404,115,15,615,516,2220,948,965,879,,,654,1440,659,984,859,369,19,322,542,1675,569,177,197,0,520,798,873,436,851,977,4008,3024,,,394,3300,486,2061,
4/08/2020,2260,3737,2230,4089,551,156,2606,2098,1332,265,,1727,1504,446,491,157,30,653,765,2395,1172,1126,994,,,741,1512,810,1056,1158,395,30,476,673,1958,637,124,245,,548,994,1005,538,781,1101,4477,3643,,,468,4463,617,2830,
5/08/2020,2154,3620,2257,4026,497,138,2632,2113,1179,280,,1742,1462,372,451,140,37,640,725,2479,1180,1019,963,,,763,1467,836,1134,973,453,34,435,674,1900,751,161,305,,609,985,826,536,932,1106,4704,3679,,,473,4455,557,2807,
6/08/2020,2126,3487,2128,3848,499,124,2537,2052,1159,268,,1632,1391,374,407,136,21,762,740,2418,1015,1053,953,,,780,1496,808,1005,1073,446,38,380,586,2000,678,458,139,,515,963,894,546,891,1004,4781,3539,,,376,4170,507,2500,
7/08/2020,1029,2160,1243,2514,310,87,1488,1081,597,144,,1272,1047,237,283,63,14,453,623,1504,582,595,609,,,599,818,374,671,621,107,11,218,308,995,389,283,87,,368,601,557,323,421,582,3151,2188,,,239,2556,322,1519,
8/08/2020,2003,2552,2152,2770,612,168,3126,1858,1315,376,,1190,1206,442,174,120,24,536,625,2803,1172,1121,1024,,,555,1808,828,1049,866,330,16,264,371,2335,784,265,133,,464,551,918,351,514,456,4645,2537,444,445,395,3023,458,1697,
9/08/2020,2174,3284,2209,3464,632,189,3566,2460,1137,522,,1243,1457,374,224,142,41,645,774,3534,1487,1068,1373,,,790,2052,1397,1232,1111,408,29,298,500,3162,1233,262,240,,502,873,1258,468,458,647,5218,3205,515,513,387,3756,501,2233,
10/08/2020,1907,2463,1780,2877,465,109,2194,1577,1000,203,,1799,1008,320,419,130,21,519,456,2123,803,838,642,,,504,1021,482,914,757,395,20,334,487,1588,454,428,107,,462,811,897,440,956,916,4090,2795,669,717,363,3088,479,1970,
11/08/2020,2074,3702,2396,4022,615,154,2537,2103,1322,264,,2037,1482,378,497,134,28,659,710,2373,1054,1103,894,,,836,1577,786,1058,1150,445,33,370,674,1865,588,531,237,,533,906,868,491,887,1083,4535,3571,747,943,391,4275,587,2722,
12/08/2020,2087,3629,2232,3964,544,153,2456,1953,1114,300,,2001,1467,446,478,136,23,619,760,2240,1078,923,928,,,797,1439,735,1105,1080,395,30,413,647,1665,613,182,250,,531,952,847,547,797,1124,4511,3667,813,859,401,4328,573,2699,
13/08/2020,1817,3264,1974,3532,440,125,2268,1890,1102,260,,1740,1317,399,381,108,17,649,712,2117,1022,977,829,,,752,1397,774,975,1011,307,21,341,547,1738,614,213,144,,473,857,778,499,964,909,4662,3261,714,777,332,3633,484,2280,
14/08/2020,1954,3307,1913,3479,605,186,2995,2599,1123,502,,1177,1409,356,245,138,38,703,778,2944,1389,911,1299,,,712,1941,1247,1089,1036,225,31,282,455,2496,1191,333,268,,540,856,1031,484,386,673,5036,3194,560,653,362,3750,490,2211,
15/08/2020,1052,850,1092,936,388,74,1972,817,745,150,,772,558,208,94,72,11,196,178,1514,519,580,407,,,139,1133,340,568,258,221,12,160,155,1215,337,207,44,,435,302,434,148,329,181,3219,1101,196,239,178,1018,313,618,
16/08/2020,2255,3681,2237,3874,636,205,3778,2890,1165,572,,1313,1576,423,291,141,46,617,842,3866,1567,1165,1436,,,810,2067,1327,1238,1091,340,12,353,544,3495,1312,176,390,,638,870,1206,524,499,743,5937,3268,491,640,511,4319,536,2484,
17/08/2020,2113,2904,2097,3290,589,153,2430,1818,1140,301,,1816,1133,419,451,111,23,547,502,2298,1055,1066,778,,,573,1505,669,986,900,464,27,385,552,2028,659,131,214,,487,879,875,479,661,977,4423,3151,703,774,380,3348,538,2186,
18/08/2020,2140,3899,2239,4256,563,155,2570,2196,1182,273,,1932,1518,383,516,121,27,694,762,2526,1152,1139,928,,,751,1490,793,1138,1109,444,32,457,683,2017,683,151,248,568,511,897,876,559,820,1172,4874,3814,827,926,424,4569,549,3086,
19/08/2020,2147,3628,2271,4090,544,130,2367,2044,1160,269,,2028,1453,383,462,108,26,646,723,2400,1143,1033,851,,,744,1532,694,1049,1115,474,34,432,618,1997,598,129,238,1086,525,926,836,539,1004,1053,4791,3790,773,873,450,4176,524,2674,
20/08/2020,1843,3169,1813,3551,519,127,2337,1931,1048,209,,1781,1306,387,469,98,19,639,698,2134,1015,954,680,,,792,1016,607,922,1029,466,25,409,566,1845,595,88,210,1041,454,850,857,511,1093,966,4568,3450,766,825,443,3717,479,2287,
21/08/2020,1685,3288,1666,3811,427,119,2289,1799,1013,297,,1692,1512,301,393,95,28,713,849,2123,1060,805,793,,,739,1127,565,1033,960,416,20,328,480,1777,625,108,186,1065,517,894,847,470,714,787,4462,3329,749,724,345,4007,391,2277,
22/08/2020,1723,2179,1495,2409,511,116,3121,1605,1034,290,,959,1233,338,148,104,16,472,672,2541,870,781,632,,,601,1120,595,920,660,329,16,202,284,1832,649,95,178,583,441,658,846,360,366,379,3973,1982,425,387,306,2566,423,1551,
23/08/2020,2017,2695,1987,2934,608,192,3304,2054,1187,455,,1275,1238,338,177,127,26,531,712,3152,1262,961,993,,,779,1715,895,1165,865,388,32,271,379,2919,966,116,262,622,492,808,1174,382,463,458,4926,2579,497,440,377,3208,427,1788,
24/08/2020,2045,2801,2049,3135,566,140,2302,1773,1153,260,,1734,1154,367,389,143,25,479,465,2331,888,1036,808,,,481,1515,575,1044,862,478,34,380,586,1955,551,110,221,951,459,820,862,417,948,937,4407,2992,683,707,398,3245,525,2138,
25/08/2020,2045,3659,2164,3932,517,134,2522,2105,1115,264,,1960,1475,405,462,116,38,658,702,2413,1058,1093,969,,,725,1589,769,1104,1162,526,27,459,652,1947,674,286,264,988,492,888,839,520,830,1096,4561,3488,695,861,423,4244,542,2516,
26/08/2020,1990,3333,2122,3710,493,127,2359,1932,1208,246,,1951,1377,370,414,106,30,641,669,2289,987,996,943,,,684,1347,644,1026,1039,424,26,418,631,1711,589,153,288,1100,451,889,760,453,992,1040,4462,3463,779,844,387,4081,509,2637,
27/08/2020,1859,3352,2074,3665,543,149,2243,2030,1078,290,,1848,1383,408,468,117,22,653,658,2168,1023,971,849,,,709,1344,735,959,995,476,25,384,575,1706,618,132,228,1025,471,915,680,475,754,982,4478,3458,739,790,377,3931,452,2480,
28/08/2020,1744,3226,1991,3654,440,147,2271,1996,1021,277,,1663,1537,341,353,95,28,744,799,2111,999,863,886,,,806,1443,719,1041,1026,376,22,308,523,1887,679,139,244,929,547,930,818,497,719,858,4738,3188,691,807,400,3796,461,2214,
29/08/2020,1827,2969,2011,3113,532,154,3012,2016,1301,359,,1225,1445,363,200,118,27,581,816,2964,1282,1051,1100,,,768,1820,1064,1020,947,438,22,323,436,2526,954,138,329,712,509,821,1002,427,460,532,4980,2681,482,536,317,3395,432,1996,
30/08/2020,2014,3160,2239,3330,640,216,3293,2438,1098,425,,1109,1469,289,182,108,22,618,841,3154,1283,1109,1371,,,747,1975,1232,1074,1136,290,27,303,512,2668,1174,163,450,646,510,918,1132,487,559,640,5191,2898,569,560,340,3727,473,2013,
31/08/2020,2345,3152,2358,3348,521,160,2524,1923,1213,272,,1743,1160,325,441,141,22,524,500,2473,1042,1092,946,,,607,1722,723,1025,911,443,23,399,608,2007,605,249,170,988,494,887,792,502,789,973,4520,3384,719,792,383,3505,514,2231,
1/09/2020,2162,3912,2262,4255,542,154,2522,2192,1311,282,,1924,1536,424,495,142,22,641,752,2532,1124,1067,1015,,,823,1580,827,1159,1164,453,25,431,684,1855,731,455,156,81,503,917,786,517,871,1153,4949,3779,792,944,406,4807,535,2971,
2/09/2020,2200,3834,2085,4189,573,141,2495,2119,1322,270,,1859,1498,421,491,131,29,685,799,2368,1125,1120,983,,,824,1540,795,1124,1183,356,21,410,671,1742,672,632,122,0,494,948,757,541,981,1117,4644,3780,819,893,386,4490,554,2856,
3/09/2020,1996,3400,1968,3796,496,152,2364,1999,1220,282,,1803,1398,378,456,92,25,692,769,2250,1004,1035,861,,,759,1530,724,1081,1063,310,14,430,642,1686,637,322,160,0,497,891,814,465,652,1026,4604,3556,750,924,393,4344,471,2570,
4/09/2020,1764,3453,1768,3903,503,161,2533,2030,919,383,,1740,1601,341,446,119,29,711,850,2259,1144,821,952,,,808,1720,765,989,1083,290,25,402,596,1652,691,346,149,0,535,881,874,486,638,979,5306,3584,750,900,340,4102,480,2367,
5/09/2020,1854,3153,1927,3458,525,174,3309,2131,1139,411,,1039,1587,349,228,183,29,601,882,3231,1347,944,1148,,,741,1701,981,857,959,313,15,292,408,2631,991,464,177,0,468,834,1020,484,410,541,5835,2911,566,555,321,4041,425,2202,
6/09/2020,1638,2474,1746,2560,484,160,2469,1756,974,330,,991,1050,273,162,78,27,461,714,2413,1031,867,1037,,,701,1617,933,830,828,170,25,227,352,1956,849,329,154,0,443,636,864,333,327,499,4265,2238,461,434,330,3030,426,1612,
7/09/2020,2082,2920,2147,3122,538,129,2307,1728,1078,270,,1730,1104,344,425,113,14,481,494,2190,899,955,763,,,517,1472,551,914,878,309,27,351,491,1551,500,479,82,0,472,797,761,430,813,901,4337,3073,683,808,325,3429,508,2241,
8/09/2020,2166,4018,2230,4332,618,193,2549,2180,1304,249,,1831,1569,394,553,139,27,678,848,2612,1113,1177,1055,,,763,1696,780,1065,1269,361,28,422,725,1763,639,745,173,0,505,947,924,479,728,1175,4945,3886,804,1016,410,4968,522,3085,
9/09/2020,2276,3954,2263,4205,596,156,2601,2292,1262,317,,1934,1520,366,521,170,40,738,827,2474,1096,1133,1025,,,905,1850,818,1122,1210,452,20,437,699,1872,722,191,219,668,561,983,893,516,880,1203,4783,3784,862,932,412,4751,516,2994,
10/09/2020,1350,2848,1432,3212,407,110,1935,1499,826,198,,1720,1155,288,427,79,16,656,640,1559,788,775,688,,,775,868,582,745,833,169,24,277,508,1303,476,156,222,886,377,796,657,399,608,913,3647,2980,616,718,334,3463,355,2115,
11/09/2020,1628,2157,1855,2515,407,85,2143,1213,916,193,,1683,1043,308,305,91,13,445,350,2032,719,855,581,,,419,1221,445,880,660,296,21,277,341,1305,388,103,132,795,439,720,714,354,465,641,4335,2333,574,565,315,2547,394,1582,
12/09/2020,1983,3195,2294,3467,590,141,3131,2042,1172,369,,1176,1558,374,234,193,16,722,752,3046,1146,1004,1141,,,686,1678,1009,906,964,380,21,248,387,2491,905,204,275,705,517,775,1087,391,434,565,5612,2661,567,545,395,3974,430,2097,
13/09/2020,2201,3328,2324,3553,635,216,3419,2581,1213,544,,1341,1589,311,243,118,24,670,895,3372,1515,1043,1451,,,671,2040,1316,1203,1054,275,22,265,509,2836,1164,153,362,726,580,931,1098,518,412,761,5109,2720,566,700,354,4090,503,2213,
14/09/2020,2252,3293,2319,3592,514,153,2594,2071,1280,303,,1704,1275,371,484,152,21,635,538,2361,1078,1058,933,,,599,1611,776,1121,947,395,9,412,627,2002,641,193,142,963,540,900,764,475,736,1008,4718,3397,685,809,360,3770,586,2554,
15/09/2020,2212,4135,2181,4576,560,163,2649,2262,1215,264,,1833,1675,406,520,238,31,937,795,2609,1254,1123,1033,,,870,1609,818,1063,1226,401,38,478,736,1833,742,575,163,1122,498,1071,831,510,823,1155,4602,3873,831,919,418,5144,597,3347,
16/09/2020,2100,3936,2109,4348,568,137,2550,2157,1231,311,,1859,1600,383,526,144,21,874,822,2544,1242,1020,1001,,,808,1658,759,1145,1200,378,16,434,705,1706,581,326,143,1123,526,1020,733,541,954,1188,5275,3988,825,934,405,4545,494,2911,
17/09/2020,2044,3674,2136,4086,456,173,2456,2132,1133,306,,1731,1482,361,489,244,22,777,820,2543,1187,984,1063,,,909,1536,781,1037,1118,1180,32,401,645,1891,683,650,96,1067,461,966,731,489,691,1098,5135,3874,784,912,353,4373,510,2766,
18/09/2020,1590,3376,1636,3991,420,132,2280,1950,818,226,,1533,1606,319,449,247,20,766,973,2315,965,837,948,,,757,1336,640,986,1078,186,25,352,482,1546,695,227,92,1050,402,930,676,438,540,888,5056,3372,732,810,349,4140,457,2388,
19/09/2020,1744,3100,1843,3270,539,125,3049,2077,1106,303,,1100,1523,218,232,159,31,737,809,2977,1286,1075,1129,,,675,1738,1055,974,889,269,11,261,390,2428,954,621,117,665,482,703,889,413,421,528,5544,2788,534,545,344,4013,515,2267,
20/09/2020,2144,3249,2018,3416,634,209,3474,2649,918,389,,1212,1468,270,198,123,21,679,786,3387,1402,967,1293,,,728,2023,1286,1002,956,217,14,297,446,2705,1202,450,148,763,510,815,907,504,468,635,6206,2931,541,628,338,4006,495,2293,
21/09/2020,2248,3256,1965,3553,543,188,2507,2224,930,264,,1657,1327,303,441,169,31,530,545,2466,1086,934,821,,,551,1693,737,991,1005,201,16,426,602,1980,740,761,123,1021,426,895,702,468,515,1032,5050,3354,709,784,358,3714,479,2222,
22/09/2020,2250,3950,1877,4309,479,172,2530,2199,1018,216,,1810,1581,359,480,112,26,677,760,2510,1274,1003,971,,,780,1592,830,1135,1109,156,25,385,683,1797,719,491,76,1098,449,968,598,539,690,1099,5183,3867,799,892,391,4901,585,3105,
23/09/2020,2207,3797,1865,4044,450,122,2699,2185,1013,293,,1736,1495,352,477,108,34,592,784,2550,1243,921,905,,,760,1927,803,1151,1138,223,20,413,607,1821,741,293,75,1075,475,953,737,559,740,1065,5564,3864,743,898,374,4419,528,2728,
24/09/2020,2158,3631,1726,3983,428,125,2560,2042,908,230,,1586,1461,327,478,126,34,762,642,2383,1321,917,854,,,681,1458,786,1035,1081,300,15,391,617,2166,706,185,90,1097,372,961,660,589,607,1113,5388,3706,782,879,377,4399,496,2761,
25/09/2020,1675,3313,1556,3807,382,123,2479,2146,830,265,,1376,1552,239,358,142,33,631,886,2293,1265,834,810,,,723,1268,717,903,943,243,16,386,530,1771,759,1089,107,1058,399,871,662,510,895,864,5711,3519,763,814,348,3983,443,2338,
26/09/2020,1674,2302,1629,2563,414,78,3239,1920,866,233,,852,1156,274,159,83,13,603,586,3083,1054,864,683,,,568,1518,779,849,613,266,14,262,266,2660,830,103,81,620,405,656,1075,402,733,391,5780,2235,467,444,285,2759,356,1578,
27/09/2020,2102,3230,2011,3379,577,171,3587,2466,813,357,,1061,1400,263,204,254,29,693,756,3363,1380,1034,1178,,,678,2013,1384,1023,984,328,10,283,475,3267,1093,230,117,671,451,849,1059,420,1546,649,4374,1839,512,589,376,3975,470,2353,
28/09/2020,2087,2850,2100,3153,498,147,2653,2109,1054,225,,1346,1135,328,414,175,32,518,450,2386,1155,908,799,,,511,1539,683,905,832,300,18,361,548,1907,646,395,135,938,412,859,759,464,1398,918,4361,3192,650,717,405,3561,468,2125,
29/09/2020,2197,3934,2182,4401,584,183,2740,2379,988,232,,1380,1583,384,490,151,25,735,671,2561,1124,1088,920,,,715,1755,917,1096,1079,344,18,425,717,1894,806,392,162,1033,476,910,891,478,1072,1085,4665,3714,708,875,447,4925,555,3203,
30/09/2020,2040,3816,2074,4246,518,149,2582,2239,934,273,,1352,1507,314,476,399,26,635,777,2415,1226,933,845,,,751,1530,752,940,1056,260,22,387,631,1881,734,401,206,1058,469,985,708,537,1540,1090,4810,3886,703,862,378,4525,561,2941,
1/10/2020,1916,3431,2071,3722,490,144,2599,2180,846,213,,1355,1395,329,439,109,32,661,657,2354,1046,851,808,,,719,1499,765,925,986,250,27,396,599,1877,730,242,111,1028,430,949,722,548,1942,1002,4802,3351,719,808,336,4160,477,2507,
2/10/2020,1701,3301,1740,3629,362,141,2483,2054,704,194,,1113,1594,273,370,108,24,731,800,2436,1164,740,873,,,819,1466,782,974,992,229,25,311,517,1913,693,538,133,910,470,879,731,520,463,831,5777,3248,684,747,330,3943,462,2167,250
3/10/2020,1755,2900,1682,3115,445,133,3156,2088,779,272,,858,1322,242,220,100,20,548,679,2824,1131,770,858,,,697,1635,977,865,836,197,10,232,385,2215,911,488,161,713,506,683,774,424,374,530,5915,2552,524,481,289,4285,408,2063,393
4/10/2020,1964,2935,1948,3120,445,188,3598,2509,753,296,,1129,1351,250,255,97,9,566,694,3487,1238,799,1195,,,647,1824,1311,891,897,245,10,282,448,2823,1124,741,183,652,451,696,930,454,431,622,6507,2592,497,533,306,3869,465,2019,479
5/10/2020,2316,3283,1888,3491,588,245,3064,2695,993,345,,1214,1447,283,222,152,30,646,796,3641,1426,1024,1352,,,642,2290,1154,1066,1015,305,16,285,419,3132,1224,691,158,649,446,674,895,457,532,608,6160,2966,438,617,364,3703,487,1911,450
