Time,"A001, Bicentennial Bikeway, Auchenflower Pedestrian","A001, Bicentennial Bikeway, Auchenflower Cyclist","A019, Bicentennial Bikeway, Milton Pedestrian","A019, Bicentennial Bikeway, Milton Cyclist","A002, Bishop Street, Kelvin Grove Pedestrian","A002, Bishop Street, Kelvin Grove Cyclist","A023, Botanic Gardens, City Pedestrian","A023, Botanic Gardens, City Cyclist","A003, Ekibin Park, Greenslopes Pedestrian","A003, Ekibin Park, Greenslopes Cyclist","A004S, Eleanor Schonell Br Cyclists, St Lucia","A004N, Eleanor Schonell Br Peds, St Lucia","A005W, Go Between Br Cyclists, South Brisbane","A006, Granville St Bridge, Herston Pedestrian","A006, Granville St Bridge, Herston Cyclist","A020, Gympie Rd (Marchant Park), Chermside Pedestrian","A020, Gympie Rd (Marchant Park), Chermside Cyclist","A007, Jack Pesch Bridge, Indooroopilly Pedestrian","A007, Jack Pesch Bridge, Indooroopilly Cyclist","A008, Kangaroo Point Bikeway, Kangaroo Point Pedestrian","A008, Kangaroo Point Bikeway, Kangaroo Point Cyclist","A009, Kedron Brook Bikeway, Lutwyche Pedestrian","A009, Kedron Brook Bikeway, Lutwyche Cyclist","A010, Kedron Brook Bikeway, Mitchelton Pedestrian","A010, Kedron Brook Bikeway, Mitchelton Cyclist","A011, Lambert Rd, Indooroopilly","A021, Lores Bonney Riverwalk, Hamilton Pedestrian","A021, Lores Bonney Riverwalk, Hamilton Cyclist","A018, Macquarie Street, St Lucia Pedestrian","A018, Macquarie Street, St Lucia Cyclist","A017, Norman Creek Bridge, Norman Park Pedestrian","A017, Norman Creek Bridge, Norman Park Cyclist","A012, North Brisbane Bway (Mann Park), Windsor Pedestrian","A012, North Brisbane Bway (Mann Park), Windsor Cyclist","A013, Riverwalk, Newfarm Pedestrian","A013, Riverwalk, Newfarm Cyclist","A014, Schulz Canal Bridge, Nundah Pedestrian","A014, Schulz Canal Bridge, Nundah Cyclist","A022, Stanley Street, South Brisbane","A016E, Story Bridge East, Kangaroo Point Pedestrian","A016E, Story Bridge East, Kangaroo Point Cyclist","A016W, Story Bridge West, Kangaroo Point Pedestrian","A016W, Story Bridge West, Kangaroo Point Cyclist","A024, Land Bridge ICB, Spring Hill Pedestrian","A024, Land Bridge ICB, Spring Hill Cyclist","A025, Maritime Museum, South Brisbane Pedestrian","A025, Maritime Museum, South Brisbane Cyclist","A026, Annerley Rd, South Brisbane","A027, Kurilpa Bridge Tank Street, Brisbane City","A101 :Bicentennial Bikeway, A-flower Land St Tunnel :Pedestrian","A101 :Bicentennial Bikeway, A-flower Land St Tunnel :Cyclist","A102 :Land Street Tunnel, Auchenflower :Pedestrian","A102 :Land Street Tunnel, Auchenflower :Cyclist","A103 :Bridge St, Wooloowin :Cyclist"
6/10/2020,2240,3650,1807,3993,514,153,2338,2098,1047,223,,1670,1443,339,532,120,17,682,716,2451,1105,1063,863,,,738,1597,743,1043,1114,342,22,391,652,1930,613,754,120,1093,422,867,716,624,809,1162,4909,3651,793,943,412,4422,560,2905,548
7/10/2020,2169,4396,1967,4698,547,157,2507,2467,1057,228,,1843,1673,363,544,112,35,740,921,2604,1335,1080,1059,,,905,1756,884,1179,1259,412,30,428,757,1915,769,1189,168,1207,483,1066,822,641,770,1277,5081,4205,851,981,420,5439,513,3528,616
8/10/2020,2103,3965,1924,4329,532,173,2567,2149,918,198,,1750,1587,327,570,101,15,764,790,2465,1194,1001,983,,,787,1503,746,1099,1213,357,26,392,687,1808,642,166,121,1202,406,918,755,591,790,1264,5063,3813,844,959,389,5132,478,3031,569
9/10/2020,1673,3652,1732,4116,388,132,2213,1984,724,194,,1450,1638,303,419,102,26,776,1015,2170,1074,797,890,,,893,1285,733,924,1096,276,17,369,605,1683,737,346,117,1097,366,947,659,548,644,1010,4967,3641,738,868,309,4399,459,2443,569
10/10/2020,2143,3227,1973,3418,486,140,2957,2089,880,262,,1121,1567,222,183,131,24,567,827,2980,1333,935,1087,,,691,1798,1084,893,969,285,22,237,389,2506,906,1833,208,785,438,722,938,438,423,541,6359,2892,618,569,510,5130,826,2355,405
11/10/2020,4819,3531,3468,3773,503,201,3645,2575,934,367,,1403,1461,265,222,125,28,588,888,3816,1380,1022,1350,,,825,2007,1402,1026,1188,296,18,244,435,2809,1240,1169,205,737,871,720,964,474,387,639,6758,2955,552,536,1375,5189,1773,2234,436
12/10/2020,2432,3212,1917,3585,567,155,2430,2010,1054,220,,1725,1262,429,484,124,18,603,568,2338,1037,1008,919,,,617,1733,745,955,974,356,29,380,656,1677,640,110,88,1014,400,756,888,572,819,1087,4703,3383,720,844,357,3696,493,2321,517
13/10/2020,2306,4260,1959,4633,531,168,2495,2425,1090,246,,1792,1683,324,592,116,24,774,888,2458,1262,1124,1048,,,844,1713,854,1004,1232,400,31,394,717,1789,727,888,175,1132,448,959,743,581,926,1278,5052,4143,807,1028,423,5044,569,3241,628
14/10/2020,1872,3104,1823,3455,441,130,2157,1856,910,180,,1844,1220,329,450,105,30,556,532,1989,913,904,747,,,616,1615,680,960,933,310,26,379,585,1461,521,343,178,939,474,844,775,488,914,1053,4136,3334,648,802,390,3466,507,2164,473
15/10/2020,2152,3969,2054,4408,513,149,2453,2129,960,208,,1819,1617,338,536,151,26,871,861,2490,1258,976,939,,,911,1582,832,991,1196,411,22,405,707,1883,665,1824,151,1163,522,949,753,577,831,1200,5065,3791,800,944,369,4724,512,3111,602
16/10/2020,1702,3601,1746,3967,396,132,2149,1968,787,226,,1524,1633,291,407,136,27,844,940,2238,1134,809,962,,,801,1216,746,1016,1043,339,32,320,609,1842,698,1615,123,1073,460,877,637,508,703,946,4794,3520,782,859,333,4439,368,2497,498
17/10/2020,1755,3088,1622,3270,498,111,2730,2274,873,241,,1430,1427,962,200,113,23,633,863,2932,1219,850,1103,,,781,1682,1078,955,990,252,13,240,391,2487,976,1002,145,791,477,858,1035,407,393,572,6119,2819,610,472,357,3809,431,2164,424
18/10/2020,2141,3226,1676,3412,567,181,2970,2606,840,215,,1417,1430,406,219,101,22,585,728,3200,1395,923,1190,,,670,1806,1274,1056,922,233,9,190,414,2607,1219,382,142,781,388,783,770,450,405,595,5971,2964,626,525,353,3742,431,2098,439
19/10/2020,2223,3157,1899,3421,561,166,2250,2017,986,232,,1609,1203,291,473,108,19,530,484,2293,1019,1013,870,284,160,560,1570,663,1021,948,333,23,427,626,1731,641,672,121,985,377,835,671,535,1062,1051,4443,3300,662,833,435,3673,485,2386,524
20/10/2020,2297,4433,1938,4694,572,186,2432,2433,989,201,,1697,1747,387,594,135,36,805,871,2444,1368,1094,1025,384,287,840,1659,815,1089,1222,390,39,462,755,1863,755,676,189,1215,420,975,758,676,1054,1348,4798,4253,853,1113,470,5478,552,3407,624
21/10/2020,1769,3861,1672,4279,459,114,2027,2230,867,188,,1732,1501,312,480,120,37,729,830,2022,1151,897,895,365,208,747,1389,747,923,1170,339,24,400,680,1580,680,404,207,1185,366,950,622,555,806,1190,4424,3935,868,901,437,4783,491,3124,607
22/10/2020,1832,3066,1775,3341,505,120,2191,1796,941,153,,1812,1218,356,419,106,13,644,577,1947,917,931,702,290,161,524,1462,666,960,852,226,38,404,522,1389,547,403,149,915,383,819,705,447,684,964,4398,3164,649,772,342,3647,448,2253,448
23/10/2020,1605,3483,1665,3851,448,121,2355,1973,749,219,,1653,1543,309,391,153,26,802,879,2065,1141,855,975,305,165,853,1238,750,961,996,226,24,284,504,1528,671,307,88,1091,494,904,668,487,704,899,4790,3462,779,841,283,4309,421,2418,475
24/10/2020,1132,2064,1158,2142,375,100,1994,1121,515,119,,847,982,157,157,73,5,524,623,1623,742,626,724,200,125,571,1125,641,581,541,79,21,166,270,1096,502,343,194,497,477,481,969,246,225,421,4360,1797,390,399,189,2567,277,1540,261
25/10/2020,1694,1884,1606,1950,491,100,2147,1363,712,177,,1071,901,183,121,101,20,448,504,2219,689,784,717,312,185,419,1527,692,885,564,127,16,192,288,1541,635,282,98,369,390,432,736,259,284,347,4061,1546,262,335,302,2158,397,1239,257
26/10/2020,2267,2894,2120,3247,567,131,2414,1884,1095,158,,1811,1124,345,441,140,26,540,459,2278,917,1042,804,315,197,453,1867,656,1047,900,280,26,389,547,1768,573,440,96,887,389,694,840,486,611,941,4193,3120,664,711,372,3418,536,2189,453
27/10/2020,1141,2720,994,2978,316,109,1504,1318,677,119,,1254,1126,237,369,66,13,535,630,1304,708,690,640,238,142,603,857,527,649,777,106,25,257,405,913,441,338,79,684,284,585,516,415,665,751,2806,2577,549,577,270,3191,320,2103,337
28/10/2020,1564,2340,1627,2597,440,78,1771,1271,754,131,,1425,1012,290,293,88,10,372,530,1623,663,809,532,277,236,482,1411,523,813,667,209,13,245,375,1131,452,695,79,713,368,654,496,321,487,635,3418,2430,482,522,323,2699,416,1603,260
29/10/2020,2001,3229,2038,3537,515,132,2393,2015,949,135,,1823,1290,328,450,152,36,582,574,2306,1044,1042,849,320,250,586,1740,745,1042,1019,388,39,388,559,1581,558,511,128,1035,531,972,695,478,663,1034,3194,2020,705,750,407,3960,450,2433,567
30/10/2020,1773,3742,1550,4121,454,123,2345,2142,703,158,,1617,1586,552,438,103,35,883,969,2209,1131,783,1005,290,218,787,1610,855,930,1114,334,24,294,560,1786,758,1037,148,1053,456,975,711,488,633,1033,4779,3647,756,819,354,4505,405,2479,519
31/10/2020,1242,2664,1087,2818,364,98,1969,1446,554,119,,712,1224,174,177,75,23,535,823,2003,906,653,737,234,131,754,1269,877,700,811,159,11,167,347,1543,644,116,48,632,341,547,539,334,284,456,3830,2145,492,447,250,3860,368,1912,370
1/11/2020,2002,3205,1647,3195,461,147,2893,2417,794,277,,1122,1368,285,197,118,20,496,769,3172,1414,933,1105,331,232,686,1759,1255,1045,922,319,34,222,458,2726,1148,576,142,684,542,714,867,436,352,610,5862,2937,488,535,384,3881,441,2105,466
2/11/2020,2241,3263,1708,3628,514,154,2102,1976,1004,196,,1529,1254,355,458,151,26,639,534,2270,1083,1029,942,378,213,613,1672,737,1013,967,371,25,358,654,1927,597,244,54,1007,419,858,653,481,831,1059,4681,3476,720,770,396,4078,496,2478,552
3/11/2020,2168,4220,1776,4482,577,155,2237,2255,1026,213,,1577,1692,406,562,137,18,718,824,2318,1232,1082,1028,384,248,797,1576,859,1141,1194,407,29,413,722,1825,640,200,77,1127,388,1024,773,567,892,1233,4575,4013,807,925,463,5261,516,3254,743
4/11/2020,1978,3882,1707,4238,552,154,2250,2116,956,178,,1577,1523,355,575,136,47,714,863,2194,1159,902,931,315,238,878,1483,829,1096,1127,365,28,424,657,1864,635,134,96,1091,423,960,637,519,770,1197,4530,4038,783,928,444,4792,485,3088,597
5/11/2020,1865,3524,1522,3920,430,151,2070,2118,841,173,,1434,1454,328,527,112,22,707,816,1994,1040,805,815,296,203,826,1347,800,858,1046,301,24,386,702,1606,623,128,55,1044,389,890,547,498,748,1209,4306,3636,702,862,335,4448,433,2695,605
6/11/2020,1674,3507,1582,4047,447,163,2339,1854,857,208,,1369,1592,287,423,89,30,960,893,2280,1134,784,945,308,211,970,1468,805,1050,1013,358,25,349,589,1980,656,141,57,1095,311,998,698,529,751,990,5123,3776,797,813,409,4383,402,2393,528
7/11/2020,1718,2899,1466,3103,533,128,2904,1902,815,267,,964,1502,206,226,94,29,722,744,3053,1189,886,1048,323,309,725,1600,1035,930,914,258,15,226,422,2322,846,157,76,671,415,740,823,490,335,594,5903,2667,519,608,354,4380,371,1989,456
8/11/2020,1942,2802,1680,2923,550,139,2939,2022,947,306,,1142,1165,247,169,108,28,672,658,2755,1091,904,1005,356,221,595,1873,926,1021,954,180,19,219,362,1884,797,139,195,618,381,621,1030,406,381,471,4913,2464,431,429,329,3133,382,1789,307
9/11/2020,2238,3277,2103,3574,539,154,2353,2114,1040,200,,1527,1280,411,464,111,29,676,534,2320,1116,1089,818,337,220,516,1683,719,994,974,397,34,419,617,1937,646,451,111,946,382,902,792,537,827,1138,4361,3491,635,819,405,4314,474,2551,527
10/11/2020,2183,4222,1997,4712,589,155,2563,2436,1090,211,,1590,1693,440,549,165,32,887,805,2524,1288,1100,1054,411,255,831,1733,864,1089,1176,418,29,488,725,1823,728,902,253,1166,436,1041,725,595,926,1321,4594,4235,825,964,481,5512,550,3255,637
11/11/2020,2216,4104,2010,4588,548,168,2322,2307,911,226,,1556,1518,355,554,153,52,831,770,2299,1189,976,892,342,215,786,1462,864,1054,1140,370,29,428,730,1893,718,642,197,1137,468,1045,667,546,971,1280,4508,4117,791,969,440,5573,491,3211,660
12/11/2020,2109,3798,1654,4274,532,170,2443,2232,941,203,,1408,1479,362,494,110,30,827,750,2216,1140,915,1005,300,197,745,1427,825,1011,1070,300,30,430,699,1652,683,245,84,1105,386,982,656,554,978,1252,4298,3927,767,940,437,5916,475,2871,601
13/11/2020,1581,3441,1315,3958,441,134,1872,1815,693,188,,1183,1478,239,406,110,25,839,900,1787,1119,776,899,279,196,822,1196,718,864,977,218,25,337,482,1398,566,725,104,933,370,896,576,497,673,882,4095,3408,754,799,281,4218,378,2435,424
14/11/2020,1565,2734,1265,2974,350,124,2145,1921,642,188,,748,1279,181,161,91,17,534,744,2686,1125,757,937,256,211,688,1499,960,746,869,204,14,206,407,2167,851,513,142,639,434,695,763,397,327,519,5509,2601,481,550,313,3723,381,1924,410
15/11/2020,1708,2921,1274,3175,377,167,3161,1694,618,199,,829,1177,180,206,90,18,503,715,2646,1122,685,1036,247,186,682,1714,1116,795,916,143,12,256,452,1907,938,68,23,736,337,629,724,460,411,643,5845,3210,537,601,339,3555,362,1952,438
16/11/2020,1959,3113,1245,3512,418,143,1924,1880,756,147,,1236,1183,291,460,108,36,554,496,2110,1097,829,843,241,204,587,1651,714,850,904,205,29,383,678,1456,581,24,16,966,279,861,508,522,806,1066,4095,3435,720,809,313,3602,412,2313,528
17/11/2020,1468,3771,1231,4132,367,112,1692,2091,651,120,,1163,1408,293,498,107,18,629,733,1752,1072,775,897,303,197,827,1379,754,792,984,153,32,364,654,1192,613,791,58,1026,313,940,570,507,708,1098,3580,3729,709,849,380,4588,389,2721,534
18/11/2020,1813,3870,1620,4291,470,131,2214,2137,739,167,,1291,1632,289,487,123,32,734,845,2145,1175,958,899,302,216,861,1581,753,983,1162,272,38,470,660,1512,630,710,54,1087,287,991,545,552,767,1168,4161,4079,822,893,390,4829,415,2862,581
19/11/2020,1847,3704,1534,4128,450,141,2247,2287,817,146,,1265,1538,354,486,129,28,827,696,2231,1155,907,931,319,208,709,1746,840,973,993,312,20,416,674,1735,624,269,72,1091,361,930,600,546,722,1200,4287,3908,799,922,365,4830,390,2761,612
20/11/2020,1636,3565,1390,4034,416,138,2060,2101,630,173,,1031,1590,291,386,79,35,794,940,2109,1056,808,918,245,206,692,1342,831,930,980,268,25,372,623,1760,669,49,68,1018,340,923,606,479,758,956,4762,3553,786,885,339,4220,336,2273,524
21/11/2020,1607,2867,1356,3076,372,133,2552,1875,619,181,,642,1369,167,178,86,17,614,817,2628,1051,827,969,273,200,644,1514,1028,804,807,236,12,221,398,2062,807,164,55,687,365,718,829,351,347,483,5540,2616,570,512,296,3709,376,2193,428
22/11/2020,1874,2916,1379,3123,500,166,2568,2168,535,191,,728,1260,183,185,98,27,507,760,2883,1170,853,1141,247,286,630,1646,1121,957,907,189,11,240,433,2296,936,325,73,656,358,659,853,368,341,574,5680,2628,521,507,334,3480,421,1908,475
23/11/2020,2031,3389,1474,3709,498,179,1936,2102,776,155,,1115,1206,301,481,120,32,558,585,2251,1042,870,889,229,208,506,1585,831,894,931,287,25,404,657,1714,630,126,49,959,300,861,642,529,641,1144,4140,3666,666,828,354,3913,437,2568,564
24/11/2020,1681,3708,1252,4260,447,151,1759,2235,620,140,,1011,1508,301,526,89,32,565,789,1967,1103,804,910,296,237,745,1360,859,758,990,216,32,364,683,1323,585,266,96,1011,346,971,518,546,665,1103,3794,3874,738,882,342,4555,406,2779,559
25/11/2020,1925,3894,1583,4370,589,147,2212,2370,777,142,,1282,1521,352,555,111,29,678,856,2151,1208,952,939,307,244,713,1738,904,955,1034,174,36,490,714,1374,645,188,94,1103,345,991,674,575,762,1266,4147,4115,795,919,378,4684,443,2882,635
26/11/2020,1862,3715,1417,4226,436,146,1998,2278,812,194,,1098,1502,265,499,123,17,741,780,2043,1110,827,977,253,217,817,1455,842,807,1061,234,22,362,664,1623,653,906,120,1034,337,896,520,535,630,1149,4085,3845,746,894,359,4568,421,2816,548
27/11/2020,1403,3489,1155,4015,362,140,1975,1912,607,122,,1063,1518,247,436,158,27,695,944,1980,1072,687,964,280,191,855,1377,741,823,986,219,19,348,502,1341,585,324,40,989,316,894,505,436,562,891,4312,3568,710,842,312,4481,356,2271,906
28/11/2020,1552,2574,1193,2752,604,134,2260,1509,565,179,,662,1303,189,189,112,17,481,753,2332,1037,1071,961,253,189,632,1384,938,811,770,188,11,198,386,1820,730,237,85,644,309,672,777,407,296,493,5281,2600,482,499,286,3256,346,1796,396
29/11/2020,1646,2850,1064,3027,352,159,2183,1911,408,195,,487,1263,184,188,105,20,405,724,2416,1124,632,995,204,174,646,1494,1009,669,803,159,15,240,396,2027,814,269,45,657,319,669,708,336,361,565,5293,2638,494,547,323,3419,325,1898,456
30/11/2020,1900,3203,1326,3611,505,164,1764,2115,674,123,,1013,1315,301,518,118,36,506,573,2107,1101,768,904,291,197,606,1708,711,748,871,247,30,352,619,1462,585,49,40,942,329,862,455,462,651,1108,3976,3486,699,855,356,3906,411,2498,531
1/12/2020,1922,4133,1197,4519,490,178,1899,2531,633,169,,928,1626,249,586,110,13,542,775,2096,1216,884,997,279,220,804,1504,874,829,1108,176,30,465,717,1414,702,309,39,1079,236,1048,454,552,725,1378,3994,4103,759,988,433,3336,422,5242,627
2/12/2020,1510,3699,1087,4139,350,161,1465,2177,479,103,,845,1475,229,521,170,29,418,835,1782,1056,663,866,192,153,786,1214,731,760,1012,155,22,285,715,1355,625,323,139,1106,323,926,410,540,647,1237,3858,3816,820,933,404,2984,338,4581,606
3/12/2020,1684,3565,1081,3950,413,163,1841,2090,516,104,,912,1499,260,483,114,20,424,770,1761,1105,783,876,227,146,765,1405,754,680,956,125,32,338,633,1242,566,306,31,1037,210,863,364,529,520,1108,3943,3612,733,814,394,2638,361,4156,551
4/12/2020,1270,3166,948,3630,314,100,1470,1632,460,154,,637,1502,208,352,98,28,527,867,1694,962,580,860,179,168,756,1164,672,725,884,114,25,236,550,1293,497,283,49,903,287,810,422,463,557,864,4306,3345,674,704,333,2257,341,4020,476
5/12/2020,1236,2366,860,2502,423,111,1713,1492,376,145,,457,1164,151,132,255,11,379,709,1886,985,840,759,172,128,629,1149,772,514,720,99,9,123,308,1457,605,125,83,558,280,662,619,344,264,316,4610,2295,456,402,291,1777,280,3117,301
6/12/2020,1419,2485,794,2543,260,115,1551,1670,271,127,,358,1037,116,147,110,13,317,730,2140,930,576,900,162,177,692,1319,932,583,719,71,12,150,311,1484,702,131,113,574,299,550,514,306,276,404,4723,2193,412,383,311,1759,308,3103,282
7/12/2020,1024,2392,767,2795,282,106,1150,1577,420,89,,794,1051,163,354,107,9,215,443,1129,793,564,616,150,139,463,790,549,517,699,30,21,247,499,645,410,213,55,729,169,687,268,403,435,860,2587,2759,519,622,261,1829,291,2848,414
8/12/2020,1888,3869,1317,4237,476,138,2119,2237,757,156,,1059,1583,357,487,106,38,507,709,2139,1106,982,813,286,210,670,1537,834,893,1011,284,21,393,714,1610,661,324,106,1044,299,943,527,552,647,1150,4119,3838,763,,415,2864,294,4636,614
9/12/2020,1840,3814,1494,4190,491,155,2124,2223,711,161,,1146,1552,297,505,121,21,666,805,2007,1164,809,864,306,219,790,1561,852,988,977,388,24,384,711,1688,664,1700,182,1150,319,946,514,569,667,1216,4264,4153,792,908,432,2947,374,4913,635
10/12/2020,1726,3677,1283,4172,489,147,2176,2253,713,154,,998,1615,296,418,106,28,728,737,1878,1164,793,851,266,190,704,1358,838,935,1031,350,41,378,668,1331,616,778,94,773,275,973,528,550,658,1067,4058,3447,720,883,407,2863,426,5424,704
11/12/2020,1094,3012,921,3460,353,109,1841,1837,558,125,,935,1337,232,371,77,25,579,752,1516,872,639,716,216,176,660,981,625,681,777,281,36,272,417,927,548,306,145,0,326,799,626,437,445,812,4024,3116,648,687,277,2079,372,3709,389
12/12/2020,702,785,1037,866,542,58,1331,572,386,98,,529,475,157,62,78,16,288,170,1171,327,716,432,168,86,137,790,312,514,260,189,1,112,105,786,240,126,30,0,294,310,589,179,172,129,2885,843,187,178,235,607,180,1131,75
13/12/2020,204,183,465,180,158,17,544,174,203,18,,256,87,59,27,21,5,125,30,504,63,195,68,66,49,50,210,66,210,67,83,3,73,33,313,52,1891,7,0,165,94,351,57,109,50,1091,272,48,40,105,166,85,240,25
14/12/2020,505,615,790,712,183,38,667,320,268,42,,517,248,114,124,57,15,164,83,588,146,177,114,110,43,106,366,97,432,196,91,7,108,113,273,109,103,15,0,150,199,228,118,194,216,1581,795,158,204,223,483,156,750,84
15/12/2020,1720,2525,1978,2778,465,114,2183,1530,726,129,,1219,1064,232,357,116,14,479,376,1875,805,933,678,282,323,431,1644,587,786,743,352,27,312,501,1494,511,1198,63,260,418,727,415,393,502,792,4043,2760,491,658,459,1907,280,2974,356
16/12/2020,1074,2552,1225,2858,379,103,1656,1385,457,103,,974,1064,208,350,87,28,355,465,1122,774,597,671,214,156,497,956,535,583,720,219,15,281,435,867,433,189,34,753,323,660,337,389,564,782,3490,2808,538,639,346,1971,242,3210,372
17/12/2020,1225,1800,1238,2084,313,76,1649,1008,597,72,,1081,746,196,287,90,16,307,247,1192,574,654,399,189,155,285,971,435,666,457,211,9,210,348,763,352,206,42,574,297,540,443,322,359,603,3157,2004,378,497,302,1406,189,2142,265
18/12/2020,1265,2826,1147,3071,368,107,1814,1600,449,113,,973,1229,236,328,93,15,555,600,1572,807,571,664,189,178,599,1077,606,679,724,238,3,269,431,1120,520,400,80,819,424,742,387,398,435,764,4466,2801,597,692,355,1945,261,3477,366
19/12/2020,1196,2445,894,2606,610,90,2064,1546,456,116,,506,1364,146,141,90,20,485,777,1936,960,982,774,228,197,679,1273,837,751,759,184,15,219,319,1394,648,223,34,605,386,576,457,397,312,490,4724,2295,461,536,335,1957,234,3382,356
20/12/2020,1226,2421,855,2438,346,108,1847,1655,443,151,,555,1034,140,175,110,43,464,588,2013,1040,595,823,205,161,659,1222,941,651,673,192,23,177,345,1344,710,271,37,494,289,589,654,347,307,535,4895,2251,380,538,317,1783,287,3303,375
21/12/2020,1400,2610,951,2927,496,127,1962,1558,513,159,,742,1060,235,365,128,27,457,496,1816,885,724,725,230,189,494,1393,668,736,753,265,17,290,445,1341,518,299,39,756,266,715,399,398,464,776,4378,2808,524,606,336,1750,299,3058,376
22/12/2020,1109,2964,1004,3236,372,133,1703,1580,546,90,,797,1171,217,319,112,14,429,714,1507,854,682,712,210,168,709,1046,618,718,772,174,20,265,480,955,583,247,53,745,221,693,397,416,430,829,3855,2622,538,616,293,2122,306,3693,426
23/12/2020,1202,2881,1109,2951,401,130,1794,1488,566,121,,758,1232,263,316,110,20,514,635,1719,819,670,715,212,170,644,1127,619,655,804,302,20,276,388,1239,586,232,46,744,306,683,414,422,401,681,4700,2028,543,567,297,1860,307,3430,370
24/12/2020,1061,2694,859,2874,388,110,1776,1230,545,143,,619,1256,176,210,82,24,672,808,1606,815,749,865,240,176,655,1181,664,647,766,229,13,256,329,922,551,447,111,608,205,580,413,344,330,607,1665,1729,457,525,247,1736,260,3232,392
25/12/2020,1000,1239,796,1273,1073,51,1795,937,435,88,,371,545,109,44,71,6,304,332,1403,567,470,434,139,67,259,1312,403,584,356,164,3,128,132,1107,456,318,80,240,156,258,341,183,198,159,2664,600,162,242,193,796,170,1684,130
26/12/2020,1330,2264,1080,2236,654,130,2353,1549,561,192,,462,936,194,162,94,29,596,627,2001,844,875,921,254,223,588,1514,817,705,644,257,7,198,272,1696,765,1159,84,466,270,525,357,265,285,410,4452,2036,392,401,336,1559,297,3206,319
27/12/2020,1600,2918,1200,3038,440,126,2871,2171,605,211,,595,1222,162,157,115,23,574,797,2542,1173,795,1000,310,264,680,1568,1241,793,802,341,15,266,432,2445,1008,669,82,537,407,611,818,412,374,520,6150,2539,406,451,397,1914,345,4190,484
28/12/2020,1592,2730,970,2711,401,118,2687,2250,653,242,,541,1090,172,167,100,16,495,663,2513,1069,811,1001,284,197,623,1712,1020,801,751,260,10,252,362,2218,974,142,44,519,295,677,580,358,358,477,5726,2420,412,468,351,1795,357,3285,384
29/12/2020,1386,2873,919,2839,471,132,2679,2085,617,252,,591,1192,208,177,98,26,564,773,2544,1124,799,1098,301,248,571,1631,1015,720,847,246,14,263,344,1839,867,159,51,597,217,727,474,388,322,473,5221,2668,425,477,324,1971,315,3592,400
30/12/2020,1170,2082,1013,2081,440,112,2334,1458,624,184,,549,906,200,162,98,20,504,549,1777,818,808,902,217,183,472,1571,733,574,589,184,20,217,287,1210,636,151,21,488,223,524,602,309,424,429,4100,2119,368,411,227,1298,207,2503,353
31/12/2020,558,1256,568,1307,259,49,976,631,329,45,,`,506,104,96,75,5,300,346,1015,389,427,471,172,106,336,670,503,320,347,134,1,100,157,649,327,260,41,184,144,230,211,126,147,228,1531,993,169,188,329,1302,271,3054,275
